    x         y        ÏÊÐÀ      ËÊÐÀ   
  1.776563  5.784845  4.576959  4.577902
  1.776953  5.786633  4.576013  4.576959
  1.777344  5.788420  4.575066  4.576013
  1.777734  5.790207  4.574116  4.575066
  1.778125  5.791994  4.573164  4.574116
  1.778516  5.793781  4.572210  4.573164
  1.778906  5.795567  4.571254  4.572210
  1.779297  5.797352  4.570296  4.571254
  1.779688  5.799137  4.569335  4.570296
  1.780078  5.800922  4.568373  4.569335
  1.780469  5.802707  4.567408  4.568373
  1.780859  5.804491  4.566441  4.567408
  1.781250  5.806275  4.565472  4.566441
  1.781641  5.808058  4.564501  4.565472
  1.782031  5.809841  4.563528  4.564501
  1.782422  5.811624  4.562552  4.563528
  1.782813  5.813406  4.561575  4.562552
  1.783203  5.815188  4.560595  4.561575
  1.783594  5.816969  4.559613  4.560595
  1.783984  5.818751  4.558629  4.559613
  1.784375  5.820531  4.557643  4.558629
  1.784766  5.822312  4.556654  4.557643
  1.785156  5.824092  4.555664  4.556654
  1.785547  5.825871  4.554671  4.555664
  1.785938  5.827650  4.553676  4.554671
  1.786328  5.829429  4.552679  4.553676
  1.786719  5.831207  4.551680  4.552679
  1.787109  5.832985  4.550678  4.551680
  1.787500  5.834763  4.549675  4.550678
  1.787891  5.836540  4.548669  4.549675
  1.788281  5.838317  4.547661  4.548669
  1.788672  5.840093  4.546651  4.547661
  1.789063  5.841870  4.545639  4.546651
  1.789453  5.843645  4.544624  4.545639
  1.789844  5.845420  4.543608  4.544624
  1.790234  5.847195  4.542589  4.543608
  1.790625  5.848970  4.541568  4.542589
  1.791016  5.850744  4.540545  4.541568
  1.791406  5.852517  4.539519  4.540545
  1.791797  5.854291  4.538492  4.539519
  1.792188  5.856063  4.537462  4.538492
  1.792578  5.857836  4.536430  4.537462
  1.792969  5.859608  4.535396  4.536430
  1.793359  5.861380  4.534359  4.535396
  1.793750  5.863151  4.533321  4.534359
  1.794141  5.864922  4.532280  4.533321
  1.794531  5.866692  4.531237  4.532280
  1.794922  5.868462  4.530192  4.531237
  1.795313  5.870232  4.529145  4.530192
  1.795703  5.872001  4.528095  4.529145
  1.796094  5.873770  4.527044  4.528095
  1.796484  5.875538  4.525990  4.527044
  1.796875  5.877306  4.524934  4.525990
  1.797266  5.879074  4.523875  4.524934
  1.797656  5.880841  4.522815  4.523875
  1.798047  5.882607  4.521752  4.522815
  1.798438  5.884374  4.520687  4.521752
  1.798828  5.886140  4.519620  4.520687
  1.799219  5.887905  4.518550  4.519620
  1.799609  5.889670  4.517479  4.518550
  1.800000  5.891435  4.516405  4.517479
  1.800391  5.893199  4.515329  4.516405
  1.800781  5.894963  4.514251  4.515329
  1.801172  5.896726  4.513170  4.514251
  1.801563  5.898489  4.512088  4.513170
  1.801953  5.900252  4.511003  4.512088
  1.802344  5.902014  4.509915  4.511003
  1.802734  5.903776  4.508826  4.509915
  1.803125  5.905537  4.507734  4.508826
  1.803516  5.907298  4.506641  4.507734
  1.803906  5.909058  4.505545  4.506641
  1.804297  5.910818  4.504446  4.505545
  1.804688  5.912578  4.503346  4.504446
  1.805078  5.914337  4.502243  4.503346
  1.805469  5.916095  4.501138  4.502243
  1.805859  5.917854  4.500031  4.501138
  1.806250  5.919611  4.498921  4.500031
  1.806641  5.921369  4.497809  4.498921
  1.807031  5.923126  4.496696  4.497809
  1.807422  5.924882  4.495579  4.496696
  1.807813  5.926638  4.494461  4.495579
  1.808203  5.928394  4.493340  4.494461
  1.808594  5.930149  4.492217  4.493340
  1.808984  5.931904  4.491092  4.492217
  1.809375  5.933658  4.489965  4.491092
  1.809766  5.935412  4.488835  4.489965
  1.810156  5.937166  4.487703  4.488835
  1.810547  5.938919  4.486569  4.487703
  1.810938  5.940671  4.485432  4.486569
  1.811328  5.942423  4.484294  4.485432
  1.811719  5.944175  4.483153  4.484294
  1.812109  5.945926  4.482009  4.483153
  1.812500  5.947677  4.480864  4.482009
  1.812891  5.949427  4.479716  4.480864
  1.813281  5.951177  4.478566  4.479716
  1.813672  5.952927  4.477414  4.478566
  1.814063  5.954676  4.476259  4.477414
  1.814453  5.956424  4.475102  4.476259
  1.814844  5.958172  4.473943  4.475102
  1.815234  5.959920  4.472782  4.473943
  1.815625  5.961667  4.471618  4.472782
  1.816016  5.963414  4.470452  4.471618
  1.816406  5.965160  4.469284  4.470452
  1.816797  5.966906  4.468114  4.469284
  1.817188  5.968651  4.466941  4.468114
  1.817578  5.970396  4.465766  4.466941
  1.817969  5.972141  4.464589  4.465766
  1.818359  5.973885  4.463409  4.464589
  1.818750  5.975628  4.462227  4.463409
  1.819141  5.977371  4.461043  4.462227
  1.819531  5.979114  4.459856  4.461043
  1.819922  5.980856  4.458668  4.459856
  1.820313  5.982598  4.457477  4.458668
  1.820703  5.984339  4.456283  4.457477
  1.821094  5.986080  4.455088  4.456283
  1.821484  5.987820  4.453890  4.455088
  1.821875  5.989560  4.452690  4.453890
  1.822266  5.991299  4.451487  4.452690
  1.822656  5.993038  4.450282  4.451487
  1.823047  5.994776  4.449075  4.450282
  1.823438  5.996514  4.447866  4.449075
  1.823828  5.998252  4.446654  4.447866
  1.824219  5.999989  4.445440  4.446654
  1.824609  6.001725  4.444224  4.445440
  1.825000  6.003461  4.443005  4.444224
  1.825391  6.005197  4.441784  4.443005
  1.825781  6.006932  4.440561  4.441784
  1.826172  6.008666  4.439335  4.440561
  1.826563  6.010400  4.438107  4.439335
  1.826953  6.012134  4.436877  4.438107
  1.827344  6.013867  4.435645  4.436877
  1.827734  6.015600  4.434410  4.435645
  1.828125  6.017332  4.433173  4.434410
  1.828516  6.019064  4.431933  4.433173
  1.828906  6.020795  4.430692  4.431933
  1.829297  6.022526  4.429447  4.430692
  1.829688  6.024256  4.428201  4.429447
  1.830078  6.025986  4.426952  4.428201
  1.830469  6.027715  4.425701  4.426952
  1.830859  6.029444  4.424448  4.425701
  1.831250  6.031172  4.423192  4.424448
  1.831641  6.032900  4.421934  4.423192
  1.832031  6.034627  4.420674  4.421934
  1.832422  6.036354  4.419411  4.420674
  1.832813  6.038080  4.418146  4.419411
  1.833203  6.039806  4.416878  4.418146
  1.833594  6.041532  4.415609  4.416878
  1.833984  6.043256  4.414336  4.415609
  1.834375  6.044981  4.413062  4.414336
  1.834766  6.046705  4.411785  4.413062
  1.835156  6.048428  4.410506  4.411785
  1.835547  6.050151  4.409225  4.410506
  1.835938  6.051873  4.407941  4.409225
  1.836328  6.053595  4.406655  4.407941
  1.836719  6.055316  4.405366  4.406655
  1.837109  6.057037  4.404075  4.405366
  1.837500  6.058758  4.402782  4.404075
  1.837891  6.060477  4.401486  4.402782
  1.838281  6.062197  4.400188  4.401486
  1.838672  6.063916  4.398888  4.400188
  1.839063  6.065634  4.397586  4.398888
  1.839453  6.067352  4.396281  4.397586
  1.839844  6.069069  4.394973  4.396281
  1.840234  6.070786  4.393663  4.394973
  1.840625  6.072502  4.392351  4.393663
  1.841016  6.074218  4.391037  4.392351
  1.841406  6.075933  4.389720  4.391037
  1.841797  6.077648  4.388401  4.389720
  1.842188  6.079362  4.387079  4.388401
  1.842578  6.081076  4.385755  4.387079
  1.842969  6.082789  4.384429  4.385755
  1.843359  6.084502  4.383100  4.384429
  1.843750  6.086214  4.381769  4.383100
  1.844141  6.087925  4.380436  4.381769
  1.844531  6.089637  4.379100  4.380436
  1.844922  6.091347  4.377762  4.379100
  1.845313  6.093057  4.376421  4.377762
  1.845703  6.094767  4.375078  4.376421
  1.846094  6.096476  4.373733  4.375078
  1.846484  6.098184  4.372385  4.373733
  1.846875  6.099892  4.371035  4.372385
  1.847266  6.101600  4.369682  4.371035
  1.847656  6.103307  4.368327  4.369682
  1.848047  6.105013  4.366970  4.368327
  1.848438  6.106719  4.365610  4.366970
  1.848828  6.108424  4.364248  4.365610
  1.849219  6.110129  4.362884  4.364248
  1.849609  6.111833  4.361517  4.362884
  1.850000  6.113537  4.360148  4.361517
  1.850391  6.115240  4.358776  4.360148
  1.850781  6.116943  4.357402  4.358776
  1.851172  6.118645  4.356025  4.357402
  1.851563  6.120346  4.354646  4.356025
  1.851953  6.122047  4.353265  4.354646
  1.852344  6.123748  4.351881  4.353265
  1.852734  6.125448  4.350495  4.351881
  1.853125  6.127147  4.349107  4.350495
  1.853516  6.128846  4.347716  4.349107
  1.853906  6.130544  4.346322  4.347716
  1.854297  6.132242  4.344926  4.346322
  1.854688  6.133939  4.343528  4.344926
  1.855078  6.135636  4.342128  4.343528
  1.855469  6.137332  4.340725  4.342128
  1.855859  6.139028  4.339319  4.340725
  1.856250  6.140723  4.337911  4.339319
  1.856641  6.142417  4.336501  4.337911
  1.857031  6.144111  4.335088  4.336501
  1.857422  6.145805  4.333673  4.335088
  1.857813  6.147498  4.332255  4.333673
  1.858203  6.149190  4.330835  4.332255
  1.858594  6.150882  4.329413  4.330835
  1.858984  6.152573  4.327988  4.329413
  1.859375  6.154263  4.326561  4.327988
  1.859766  6.155953  4.325131  4.326561
  1.860156  6.157643  4.323699  4.325131
  1.860547  6.159332  4.322264  4.323699
  1.860938  6.161020  4.320827  4.322264
  1.861328  6.162708  4.319387  4.320827
  1.861719  6.164395  4.317945  4.319387
  1.862109  6.166082  4.316501  4.317945
  1.862500  6.167768  4.315054  4.316501
  1.862891  6.169454  4.313605  4.315054
  1.863281  6.171139  4.312153  4.313605
  1.863672  6.172823  4.310699  4.312153
  1.864063  6.174507  4.309242  4.310699
  1.864453  6.176190  4.307783  4.309242
  1.864844  6.177873  4.306321  4.307783
  1.865234  6.179555  4.304857  4.306321
  1.865625  6.181237  4.303391  4.304857
  1.866016  6.182918  4.301922  4.303391
  1.866406  6.184598  4.300450  4.301922
  1.866797  6.186278  4.298977  4.300450
  1.867188  6.187957  4.297500  4.298977
  1.867578  6.189636  4.296021  4.297500
  1.867969  6.191314  4.294540  4.296021
  1.868359  6.192992  4.293056  4.294540
  1.868750  6.194669  4.291570  4.293056
  1.869141  6.196345  4.290082  4.291570
  1.869531  6.198021  4.288590  4.290082
  1.869922  6.199696  4.287097  4.288590
  1.870313  6.201371  4.285601  4.287097
  1.870703  6.203045  4.284102  4.285601
  1.871094  6.204718  4.282601  4.284102
  1.871484  6.206391  4.281097  4.282601
  1.871875  6.208064  4.279591  4.281097
  1.872266  6.209735  4.278083  4.279591
  1.872656  6.211406  4.276572  4.278083
  1.873047  6.213077  4.275058  4.276572
  1.873438  6.214747  4.273542  4.275058
  1.873828  6.216416  4.272024  4.273542
  1.874219  6.218085  4.270503  4.272024
  1.874609  6.219753  4.268980  4.270503
  1.875000  6.221421  4.267454  4.268980
  1.875391  6.223088  4.265925  4.267454
  1.875781  6.224754  4.264394  4.265925
  1.876172  6.226420  4.262861  4.264394
  1.876563  6.228085  4.261325  4.262861
  1.876953  6.229750  4.259786  4.261325
  1.877344  6.231414  4.258246  4.259786
  1.877734  6.233077  4.256702  4.258246
  1.878125  6.234740  4.255156  4.256702
  1.878516  6.236402  4.253608  4.255156
  1.878906  6.238064  4.252057  4.253608
  1.879297  6.239725  4.250503  4.252057
  1.879688  6.241385  4.248947  4.250503
  1.880078  6.243045  4.247389  4.248947
  1.880469  6.244704  4.245828  4.247389
  1.880859  6.246362  4.244264  4.245828
  1.881250  6.248020  4.242698  4.244264
  1.881641  6.249678  4.241130  4.242698
  1.882031  6.251334  4.239559  4.241130
  1.882422  6.252990  4.237985  4.239559
  1.882813  6.254646  4.236409  4.237985
  1.883203  6.256301  4.234830  4.236409
  1.883594  6.257955  4.233249  4.234830
  1.883984  6.259608  4.231665  4.233249
  1.884375  6.261261  4.230079  4.231665
  1.884766  6.262914  4.228490  4.230079
  1.885156  6.264566  4.226899  4.228490
  1.885547  6.266217  4.225305  4.226899
  1.885938  6.267867  4.223709  4.225305
  1.886328  6.269517  4.222110  4.223709
  1.886719  6.271166  4.220508  4.222110
  1.887109  6.272815  4.218904  4.220508
  1.887500  6.274463  4.217298  4.218904
  1.887891  6.276110  4.215689  4.217298
  1.888281  6.277757  4.214077  4.215689
  1.888672  6.279403  4.212463  4.214077
  1.889063  6.281049  4.210846  4.212463
  1.889453  6.282694  4.209227  4.210846
  1.889844  6.284338  4.207605  4.209227
  1.890234  6.285981  4.205981  4.207605
  1.890625  6.287624  4.204354  4.205981
  1.891016  6.289267  4.202724  4.204354
  1.891406  6.290908  4.201092  4.202724
  1.891797  6.292549  4.199458  4.201092
  1.892188  6.294190  4.197821  4.199458
  1.892578  6.295830  4.196181  4.197821
  1.892969  6.297469  4.194539  4.196181
  1.893359  6.299107  4.192894  4.194539
  1.893750  6.300745  4.191246  4.192894
  1.894141  6.302382  4.189596  4.191246
  1.894531  6.304019  4.187944  4.189596
  1.894922  6.305655  4.186289  4.187944
  1.895313  6.307290  4.184631  4.186289
  1.895703  6.308925  4.182971  4.184631
  1.896094  6.310559  4.181308  4.182971
  1.896484  6.312192  4.179643  4.181308
  1.896875  6.313825  4.177975  4.179643
  1.897266  6.315457  4.176304  4.177975
  1.897656  6.317088  4.174631  4.176304
  1.898047  6.318719  4.172955  4.174631
  1.898438  6.320349  4.171277  4.172955
  1.898828  6.321978  4.169596  4.171277
  1.899219  6.323607  4.167913  4.169596
  1.899609  6.325235  4.166226  4.167913
  1.900000  6.326862  4.164538  4.166226
  1.900391  6.328489  4.162847  4.164538
  1.900781  6.330115  4.161153  4.162847
  1.901172  6.331741  4.159456  4.161153
  1.901563  6.333366  4.157757  4.159456
  1.901953  6.334990  4.156056  4.157757
  1.902344  6.336613  4.154351  4.156056
  1.902734  6.338236  4.152645  4.154351
  1.903125  6.339858  4.150935  4.152645
  1.903516  6.341480  4.149223  4.150935
  1.903906  6.343100  4.147508  4.149223
  1.904297  6.344720  4.145791  4.147508
  1.904688  6.346340  4.144071  4.145791
  1.905078  6.347959  4.142349  4.144071
  1.905469  6.349577  4.140624  4.142349
  1.905859  6.351194  4.138896  4.140624
  1.906250  6.352811  4.137166  4.138896
  1.906641  6.354427  4.135433  4.137166
  1.907031  6.356042  4.133697  4.135433
  1.907422  6.357657  4.131959  4.133697
  1.907813  6.359271  4.130219  4.131959
  1.908203  6.360885  4.128475  4.130219
  1.908594  6.362497  4.126729  4.128475
  1.908984  6.364109  4.124980  4.126729
  1.909375  6.365721  4.123229  4.124980
  1.909766  6.367331  4.121475  4.123229
  1.910156  6.368941  4.119719  4.121475
  1.910547  6.370550  4.117960  4.119719
  1.910938  6.372159  4.116198  4.117960
  1.911328  6.373767  4.114433  4.116198
  1.911719  6.375374  4.112666  4.114433
  1.912109  6.376981  4.110897  4.112666
  1.912500  6.378586  4.109124  4.110897
  1.912891  6.380192  4.107349  4.109124
  1.913281  6.381796  4.105572  4.107349
  1.913672  6.383400  4.103792  4.105572
  1.914063  6.385003  4.102009  4.103792
  1.914453  6.386605  4.100223  4.102009
  1.914844  6.388207  4.098435  4.100223
  1.915234  6.389808  4.096644  4.098435
  1.915625  6.391408  4.094851  4.096644
  1.916016  6.393008  4.093055  4.094851
  1.916406  6.394606  4.091256  4.093055
  1.916797  6.396205  4.089454  4.091256
  1.917188  6.397802  4.087650  4.089454
  1.917578  6.399399  4.085843  4.087650
  1.917969  6.400995  4.084034  4.085843
  1.918359  6.402590  4.082222  4.084034
  1.918750  6.404185  4.080407  4.082222
  1.919141  6.405779  4.078590  4.080407
  1.919531  6.407372  4.076770  4.078590
  1.919922  6.408964  4.074947  4.076770
  1.920313  6.410556  4.073122  4.074947
  1.920703  6.412147  4.071293  4.073122
  1.921094  6.413738  4.069463  4.071293
  1.921484  6.415327  4.067629  4.069463
  1.921875  6.416916  4.065793  4.067629
  1.922266  6.418504  4.063954  4.065793
  1.922656  6.420092  4.062113  4.063954
  1.923047  6.421679  4.060269  4.062113
  1.923438  6.423265  4.058422  4.060269
  1.923828  6.424850  4.056573  4.058422
  1.924219  6.426434  4.054720  4.056573
  1.924609  6.428018  4.052866  4.054720
  1.925000  6.429602  4.051008  4.052866
  1.925391  6.431184  4.049148  4.051008
  1.925781  6.432766  4.047285  4.049148
  1.926172  6.434347  4.045419  4.047285
  1.926563  6.435927  4.043551  4.045419
  1.926953  6.437506  4.041680  4.043551
  1.927344  6.439085  4.039806  4.041680
  1.927734  6.440663  4.037930  4.039806
  1.928125  6.442241  4.036051  4.037930
  1.928516  6.443817  4.034169  4.036051
  1.928906  6.445393  4.032284  4.034169
  1.929297  6.446968  4.030397  4.032284
  1.929688  6.448542  4.028507  4.030397
  1.930078  6.450116  4.026615  4.028507
  1.930469  6.451689  4.024719  4.026615
  1.930859  6.453261  4.022821  4.024719
  1.931250  6.454833  4.020920  4.022821
  1.931641  6.456403  4.019017  4.020920
  1.932031  6.457973  4.017111  4.019017
  1.932422  6.459542  4.015202  4.017111
  1.932813  6.461111  4.013290  4.015202
  1.933203  6.462678  4.011376  4.013290
  1.933594  6.464245  4.009459  4.011376
  1.933984  6.465812  4.007539  4.009459
  1.934375  6.467377  4.005617  4.007539
  1.934766  6.468942  4.003691  4.005617
  1.935156  6.470506  4.001763  4.003691
  1.935547  6.472069  3.999833  4.001763
  1.935938  6.473631  3.997899  3.999833
  1.936328  6.475193  3.995963  3.997899
  1.936719  6.476754  3.994024  3.995963
  1.937109  6.478314  3.992083  3.994024
  1.937500  6.479873  3.990138  3.992083
  1.937891  6.481432  3.988191  3.990138
  1.938281  6.482990  3.986242  3.988191
  1.938672  6.484547  3.984289  3.986242
  1.939063  6.486103  3.982334  3.984289
  1.939453  6.487659  3.980376  3.982334
  1.939844  6.489214  3.978415  3.980376
  1.940234  6.490768  3.976451  3.978415
  1.940625  6.492321  3.974485  3.976451
  1.941016  6.493874  3.972516  3.974485
  1.941406  6.495426  3.970544  3.972516
  1.941797  6.496977  3.968570  3.970544
  1.942188  6.498527  3.966592  3.968570
  1.942578  6.500076  3.964612  3.966592
  1.942969  6.501625  3.962629  3.964612
  1.943359  6.503173  3.960644  3.962629
  1.943750  6.504720  3.958656  3.960644
  1.944141  6.506266  3.956664  3.958656
  1.944531  6.507812  3.954671  3.956664
  1.944922  6.509357  3.952674  3.954671
  1.945313  6.510901  3.950675  3.952674
  1.945703  6.512444  3.948672  3.950675
  1.946094  6.513986  3.946667  3.948672
  1.946484  6.515528  3.944660  3.946667
  1.946875  6.517069  3.942649  3.944660
  1.947266  6.518609  3.940636  3.942649
  1.947656  6.520148  3.938620  3.940636
  1.948047  6.521687  3.936601  3.938620
  1.948438  6.523225  3.934580  3.936601
  1.948828  6.524762  3.932555  3.934580
  1.949219  6.526298  3.930528  3.932555
  1.949609  6.527833  3.928498  3.930528
  1.950000  6.529368  3.926465  3.928498
  1.950391  6.530901  3.924430  3.926465
  1.950781  6.532434  3.922392  3.924430
  1.951172  6.533967  3.920350  3.922392
  1.951563  6.535498  3.918307  3.920350
  1.951953  6.537029  3.916260  3.918307
  1.952344  6.538558  3.914210  3.916260
  1.952734  6.540087  3.912158  3.914210
  1.953125  6.541615  3.910103  3.912158
  1.953516  6.543143  3.908045  3.910103
  1.953906  6.544669  3.905985  3.908045
  1.954297  6.546195  3.903921  3.905985
  1.954688  6.547720  3.901855  3.903921
  1.955078  6.549244  3.899786  3.901855
  1.955469  6.550768  3.897714  3.899786
  1.955859  6.552290  3.895639  3.897714
  1.956250  6.553812  3.893562  3.895639
  1.956641  6.555333  3.891481  3.893562
  1.957031  6.556853  3.889398  3.891481
  1.957422  6.558372  3.887312  3.889398
  1.957813  6.559891  3.885223  3.887312
  1.958203  6.561408  3.883132  3.885223
  1.958594  6.562925  3.881037  3.883132
  1.958984  6.564441  3.878940  3.881037
  1.959375  6.565957  3.876840  3.878940
  1.959766  6.567471  3.874737  3.876840
  1.960156  6.568985  3.872632  3.874737
  1.960547  6.570497  3.870523  3.872632
  1.960938  6.572009  3.868412  3.870523
  1.961328  6.573520  3.866298  3.868412
  1.961719  6.575031  3.864181  3.866298
  1.962109  6.576540  3.862061  3.864181
  1.962500  6.578049  3.859938  3.862061
  1.962891  6.579556  3.857812  3.859938
  1.963281  6.581063  3.855684  3.857812
  1.963672  6.582569  3.853553  3.855684
  1.964063  6.584075  3.851419  3.853553
  1.964453  6.585579  3.849282  3.851419
  1.964844  6.587083  3.847142  3.849282
  1.965234  6.588586  3.845000  3.847142
  1.965625  6.590088  3.842854  3.845000
  1.966016  6.591589  3.840706  3.842854
  1.966406  6.593089  3.838555  3.840706
  1.966797  6.594588  3.836401  3.838555
  1.967188  6.596087  3.834244  3.836401
  1.967578  6.597585  3.832084  3.834244
  1.967969  6.599082  3.829922  3.832084
  1.968359  6.600578  3.827756  3.829922
  1.968750  6.602073  3.825588  3.827756
  1.969141  6.603567  3.823417  3.825588
  1.969531  6.605061  3.821243  3.823417
  1.969922  6.606554  3.819066  3.821243
  1.970313  6.608045  3.816886  3.819066
  1.970703  6.609536  3.814704  3.816886
  1.971094  6.611026  3.812518  3.814704
  1.971484  6.612516  3.810330  3.812518
  1.971875  6.614004  3.808138  3.810330
  1.972266  6.615492  3.805944  3.808138
  1.972656  6.616978  3.803747  3.805944
  1.973047  6.618464  3.801548  3.803747
  1.973438  6.619949  3.799345  3.801548
  1.973828  6.621433  3.797139  3.799345
  1.974219  6.622917  3.794931  3.797139
  1.974609  6.624399  3.792719  3.794931
  1.975000  6.625881  3.790505  3.792719
  1.975391  6.627361  3.788288  3.790505
  1.975781  6.628841  3.786068  3.788288
  1.976172  6.630320  3.783845  3.786068
  1.976563  6.631798  3.781619  3.783845
  1.976953  6.633275  3.779390  3.781619
  1.977344  6.634751  3.777159  3.779390
  1.977734  6.636227  3.774924  3.777159
  1.978125  6.637702  3.772687  3.774924
  1.978516  6.639175  3.770446  3.772687
  1.978906  6.640648  3.768203  3.770446
  1.979297  6.642120  3.765957  3.768203
  1.979688  6.643591  3.763708  3.765957
  1.980078  6.645061  3.761456  3.763708
  1.980469  6.646531  3.759201  3.761456
  1.980859  6.647999  3.756944  3.759201
  1.981250  6.649467  3.754683  3.756944
  1.981641  6.650933  3.752419  3.754683
  1.982031  6.652399  3.750153  3.752419
  1.982422  6.653864  3.747883  3.750153
  1.982813  6.655328  3.745611  3.747883
  1.983203  6.656791  3.743336  3.745611
  1.983594  6.658253  3.741058  3.743336
  1.983984  6.659715  3.738777  3.741058
  1.984375  6.661175  3.736493  3.738777
  1.984766  6.662635  3.734206  3.736493
  1.985156  6.664093  3.731916  3.734206
  1.985547  6.665551  3.729623  3.731916
  1.985938  6.667008  3.727327  3.729623
  1.986328  6.668464  3.725029  3.727327
  1.986719  6.669919  3.722727  3.725029
  1.987109  6.671373  3.720422  3.722727
  1.987500  6.672827  3.718115  3.720422
  1.987891  6.674279  3.715805  3.718115
  1.988281  6.675730  3.713491  3.715805
  1.988672  6.677181  3.711175  3.713491
  1.989063  6.678631  3.708856  3.711175
  1.989453  6.680080  3.706533  3.708856
  1.989844  6.681527  3.704208  3.706533
  1.990234  6.682974  3.701880  3.704208
  1.990625  6.684420  3.699549  3.701880
  1.991016  6.685866  3.697215  3.699549
  1.991406  6.687310  3.694878  3.697215
  1.991797  6.688753  3.692538  3.694878
  1.992188  6.690195  3.690196  3.692538
  1.992578  6.691637  3.687850  3.690196
  1.992969  6.693078  3.685501  3.687850
  1.993359  6.694517  3.683149  3.685501
  1.993750  6.695956  3.680795  3.683149
  1.994141  6.697394  3.678437  3.680795
  1.994531  6.698831  3.676076  3.678437
  1.994922  6.700267  3.673713  3.676076
  1.995313  6.701702  3.671346  3.673713
  1.995703  6.703136  3.668977  3.671346
  1.996094  6.704569  3.666604  3.668977
  1.996484  6.706001  3.664229  3.666604
  1.996875  6.707433  3.661850  3.664229
  1.997266  6.708863  3.659469  3.661850
  1.997656  6.710292  3.657085  3.659469
  1.998047  6.711721  3.654697  3.657085
  1.998438  6.713149  3.652307  3.654697
  1.998828  6.714575  3.649914  3.652307
  1.999219  6.716001  3.647517  3.649914
  1.999609  6.717426  0.000000  3.647517


    x       ÖÊÐÀ1   
  1.000000  0.000000
  1.025000  3.828753
  1.050000  3.900457
  1.075000  3.970838
  1.100000  4.039739
  1.125000  4.106995
  1.150000  4.172435
  1.175000  4.235883
  1.200000  4.297155
  1.225000  4.356061
  1.250000  4.412404
  1.275000  4.465981
  1.300000  4.516581
  1.325000  4.563987
  1.350000  4.607974
  1.375000  4.648310
  1.400000  4.684757
  1.425000  4.717069
  1.450000  4.744992
  1.475000  4.768264
  1.500000  4.786619
  1.525000  4.799780
  1.550000  4.807465
  1.575000  4.809381
  1.600000  4.805233
  1.625000  4.794713
  1.650000  4.777508
  1.675000  4.753298
  1.700000  4.721755
  1.725000  4.682543
  1.750000  4.635320
  1.775000  4.579734
  1.800000  4.515428
  1.825000  4.442039
  1.850000  4.359194
  1.875000  4.266514
  1.900000  4.163614
  1.925000  4.050102
  1.950000  3.925580
  1.975000  0.000000


    x       ÖÊÐÀ2   
  1.000000  0.000000
  1.025000  2.893060
  1.050000  2.843252
  1.075000  2.787247
  1.100000  2.724798
  1.125000  2.655655
  1.150000  2.579564
  1.175000  2.496265
  1.200000  2.405496
  1.225000  2.306990
  1.250000  2.200476
  1.275000  2.085682
  1.300000  1.962329
  1.325000  1.830136
  1.350000  1.688820
  1.375000  1.538094
  1.400000  1.377669
  1.425000  1.207253
  1.450000  1.026553
  1.475000  0.835272
  1.500000  0.633113
  1.525000  0.419778
  1.550000  0.194967
  1.575000 -0.041620
  1.600000 -0.290284
  1.625000 -0.551325
  1.650000 -0.825043
  1.675000 -1.111738
  1.700000 -1.411707
  1.725000 -1.725246
  1.750000 -2.052650
  1.775000 -2.394210
  1.800000 -2.750213
  1.825000 -3.120943
  1.850000 -3.506682
  1.875000 -3.907704
  1.900000 -4.324278
  1.925000 -4.756668
  1.950000 -5.205131
  1.975000  0.000000


Îïòèìàëüíûé øàã äëÿ ÏÊÐÀ è ËÊÐÀ h0 = 0.00014243415921934716

Îïòèìàëüíûé øàã äëÿ 1é ÖÊÐÀ h0 = 0.001316567207720418

Îïòèìàëüíûé øàã 2é ÖÊÐÀ h0 = 0.012772449064421123

Ñóììàðíàÿ ïîãðåøíîñòü äëÿ ÏÊÐÀ è ËÊÐÀ r = 0.0006501220703125

Ñóììàðíàÿ ïîãðåøíîñòü äëÿ ÖÊÐÀ1 r = 0.0020411168797810878

Ñóììàðíàÿ ïîãðåøíîñòü äëÿ ÖÊÐÀ2 r = 0.001495159098307292

Rmax äëÿ ÏÊÐÀ R = 0.0005994523667141038

Rmax äëÿ ËÊÐÀ R = 0.0005994523667141038

Rmax äëÿ 1é ÖÊÐÀ R = 0.00047560207476019894

Rmax äëÿ 2é ÖÊÐÀ R = 0.0003400641730877396

